gene_callers_id	source	accession	function	e_value
0	COG_FUNCTION	COG0593	Chromosomal replication initiation ATPase DnaA	1.4e-231
0	COG_CATEGORY	L	L	0
1	COG_FUNCTION	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	2.1e-187
1	COG_CATEGORY	L	L	0
2	COG_FUNCTION	COG0661	Predicted unusual protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	8.6e-209
2	COG_CATEGORY	H!!!T	H!!!T	0
3	COG_FUNCTION	COG1195	Recombinational DNA repair ATPase RecF	3.2e-154
3	COG_CATEGORY	L	L	0
4	COG_FUNCTION	COG0187!!!COG0187	DNA gyrase/topoisomerase IV, subunit B!!!DNA gyrase/topoisomerase IV, subunit B	0
4	COG_CATEGORY	L	L	0
6	COG_FUNCTION	COG0160	4-aminobutyrate aminotransferase or related aminotransferase	4.2e-216
6	COG_CATEGORY	E	E	0
7	COG_FUNCTION	COG1132	ABC-type multidrug transport system, ATPase and permease component	1.4e-241
7	COG_CATEGORY	V	V	0
8	COG_FUNCTION	COG5265	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	7.5e-267
8	COG_CATEGORY	O	O	0
9	COG_FUNCTION	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	1.7e-279
9	COG_CATEGORY	L	L	0
10	COG_FUNCTION	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	0
10	COG_CATEGORY	L	L	0
11	COG_FUNCTION	COG1330	Exonuclease V gamma subunit	0
11	COG_CATEGORY	L	L	0
14	COG_FUNCTION	COG2176	DNA polymerase III, alpha subunit (gram-positive type)	8.1e-21
14	COG_CATEGORY	L	L	0
15	COG_FUNCTION	COG1199	Rad3-related DNA helicase	0
15	COG_CATEGORY	L	L	0
16	COG_FUNCTION	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	9.5e-52
16	COG_CATEGORY	Q	Q	0
17	COG_FUNCTION	COG0446	NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase	1.4e-200
17	COG_CATEGORY	I	I	0
18	COG_FUNCTION	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	1.6e-69
18	COG_CATEGORY	V!!!M	V!!!M	0
19	COG_FUNCTION	COG0842!!!COG1131!!!COG1131	ABC-type multidrug transport system, permease component!!!ABC-type multidrug transport system, ATPase component!!!ABC-type multidrug transport system, ATPase component	0
19	COG_CATEGORY	V	V	0
20	COG_FUNCTION	COG0842!!!COG1511	ABC-type multidrug transport system, permease component!!!Uncharacterized membrane protein YhgE, phage infection protein (PIP) family	2.3e-117
20	COG_CATEGORY	V!!!S	V!!!S	0
23	COG_FUNCTION	COG1487	Predicted nucleic acid-binding protein, contains PIN domain	1.1e-26
23	COG_CATEGORY	R	R	0
24	COG_FUNCTION	COG2856	Zn-dependent peptidase ImmA, M78 family	7.1e-122
24	COG_CATEGORY	E	E	0
25	COG_FUNCTION	COG0732!!!COG0732	Restriction endonuclease S subunit!!!Restriction endonuclease S subunit	2.6e-60
25	COG_CATEGORY	V	V	0
